label,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
hiphop,Vibe Ish,0.609,0.786,4,-6.777,0,0.264,0.462,0,0.109,0.544,92.795,192568,4
hiphop,Russ,0.677,0.504,7,-4.688,1,0.0344,0.0201,0.688,0.0712,0.542,79.985,171000,4
hiphop,Young Dolph,0.894,0.618,2,-7.619,1,0.281,0.0429,0,0.0664,0.653,133.927,184469,4
hiphop,Young Stoner Life,0.887,0.485,11,-9.358,0,0.2,0.0392,0,0.141,0.328,125.987,215693,4
hiphop,Lyri Hardof Jaffe,0.854,0.51,8,-8.469,1,0.219,0.411,0,0.312,0.527,82.5,186182,4
hiphop,Killer Mike,0.863,0.916,2,-4.523,1,0.137,0.0829,7.09e-6,0.566,0.964,145.182,272587,4
hiphop,AJ Tracey,0.719,0.762,6,-6.623,1,0.114,0.199,9.89e-6,0.358,0.676,100.08,160000,4
hiphop,Keedron Bryant,0.672,0.545,1,-7.249,0,0.35,0.0493,0,0.167,0.425,82.457,260597,4
hiphop,XXXTENTACION,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-6,0.297,0.437,134.021,119133,4
hiphop,Conway the Machine,0.552,0.765,1,-8.21,1,0.334,0.234,0,0.275,0.77,155.093,187386,4
hiphop,Polo G,0.832,0.534,1,-7.813,0,0.253,0.345,0,0.165,0.116,93.924,132833,4
hiphop,Sleepy Hallow,0.853,0.576,10,-6.264,0,0.173,0.739,0,0.109,0.692,139.999,188572,4
hiphop,Tru,0.829,0.588,0,-4.954,1,0.036,0.0531,0.00431,0.0779,0.497,104.968,224000,4
hiphop,Little Simz,0.313,0.87,1,-6.613,0,0.114,0.432,0.0191,0.116,0.117,92.685,362653,4
hiphop,Brent Faiyaz,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,214693,4
hiphop,Big Sean,0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,220293,4
hiphop,jxdn,0.554,0.8,8,-3.936,1,0.0395,0.119,0,0.629,0.463,115.056,160120,4
hiphop,Clayjay,0.764,0.522,2,-9.821,1,0.361,0.35,5.13e-4,0.11,0.475,74.969,162000,4
hiphop,Smilez and Southstar,0.693,0.88,11,-3.228,0,0.0661,0.0901,0,0.211,0.397,88.088,278800,4
hiphop,MAVI,0.462,0.43,6,-11.384,0,0.474,0.874,0,0.527,0.539,67.21,225354,3
hiphop,Peled,0.734,0.729,1,-6.381,0,0.283,0.147,0,0.0672,0.805,76.03,118439,4
hiphop,Bruno Mars,0.854,0.564,1,-4.964,1,0.0485,0.0171,0,0.0849,0.899,134.071,234596,4
hiphop,KyleYouMadeThat,0.59,0.606,5,-5.843,0,0.322,0.211,0,0.126,0.56,83.986,158256,4
hiphop,Moneybagg Yo,0.619,0.573,1,-7.277,1,0.393,0.0352,0,0.228,0.376,175.187,166392,3
hiphop,Outkast,0.878,0.65,11,-8.08,0,0.252,0.0178,0,0.0408,0.101,92.03,251667,4
hiphop,Don Cotti,0.556,0.847,11,-6.361,0,0.0939,0.0503,0.906,0.326,0.663,139.942,207305,4
hiphop,Big K.R.I.T.,0.838,0.587,11,-6.604,0,0.134,0.208,0,0.199,0.535,75.485,146114,4
hiphop,Yung Baby Tate,0.932,0.835,1,-3.905,1,0.156,0.105,0,0.0847,0.926,144.02,182465,4
hiphop,Cordae,0.93,0.467,8,-8.449,1,0.116,0.00906,0.0062,0.131,0.169,139.972,164633,4
hiphop,Common,0.568,0.847,5,-7.953,0,0.332,0.403,4.36e-4,0.173,0.833,188.001,251227,4
hiphop,Jay Loud,0.528,0.522,4,-7.407,0,0.11,0.105,0,0.0997,0.212,83.178,135707,4
hiphop,Drake,0.77,0.637,1,-5.53,1,0.345,0.103,0,0.171,0.431,94.966,383037,4
hiphop,Kanye West,0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,188013,4
hiphop,Tiwa Savage,0.8,0.801,6,-6.315,1,0.214,0.592,5.52e-5,0.56,0.684,99.936,183653,4
hiphop,The Alchemist,0.405,0.519,1,-9.859,1,0.0899,0.434,0,0.684,0.186,115.776,136893,5
hiphop,Kenny Mason,0.753,0.605,8,-6.792,1,0.0832,0.0874,2.33e-5,0.169,0.37,112.991,187120,4
hiphop,Young Rog,0.77,0.611,11,-7.454,1,0.0348,0.00169,0.0135,0.111,0.896,139.983,178991,4
hiphop,Sonia Sanchez,0.688,0.127,7,-18.816,1,0.891,0.936,1.32e-5,0.0943,0.377,88.504,66093,4
hiphop,Tuna,0.488,0.792,1,-7.406,1,0.105,0.0439,0,0.616,0.718,175.172,296027,4
hiphop,2 Chainz,0.934,0.65,9,-6.065,0,0.0698,0.13,0,0.0902,0.649,135.869,190378,4
hiphop,Buckshot LeFonque,0.76,0.65,7,-9.233,1,0.189,0.00805,0.524,0.0772,0.581,87.433,354640,4
hiphop,Rexx Life Raj,0.731,0.693,1,-7.372,0,0.0893,0.603,0.0677,0.111,0.798,161.991,203033,4
hiphop,Missy Elliott,0.836,0.595,6,-9.338,1,0.201,0.141,0.00375,0.329,0.762,79.98,251000,4
hiphop,LL Cool J,0.764,0.508,10,-13.165,0,0.515,3.47e-4,0.00996,0.0917,0.862,179.257,327400,4
hiphop,Will Smith,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-6,0.154,0.858,107.891,227933,4
hiphop,J. Cole,0.769,0.74,11,-6.579,0,0.378,0.197,0,0.171,0.692,94.104,112579,4
hiphop,Blackalicious,0.894,0.53,9,-9.995,0,0.22,0.121,0.012,0.353,0.627,95.864,339387,4
hiphop,DUSTY LOCANE,0.858,0.625,8,-4.666,1,0.404,0.225,0,0.18,0.659,130.05,121837,4
hiphop,Kista,0.651,0.395,2,-14.123,0,0.35,0.284,0,0.377,0.657,83.902,167055,4
hiphop,Mos Def,0.782,0.589,1,-4.827,1,0.189,0.148,0,0.164,0.869,90.438,223547,4
hiphop,Quando Rondo,0.662,0.633,1,-7.172,1,0.259,0.134,0,0.0797,0.432,81.985,129742,4
hiphop,Peled,0.804,0.582,5,-10.401,1,0.266,0.439,0,0.11,0.461,120.1,281992,4
hiphop,Gareth.T,0.808,0.445,9,-8.134,1,0.0402,0.467,0,0.113,0.921,144.963,150621,4
hiphop,Smoke DZA,0.423,0.573,11,-7.368,0,0.333,0.116,0,0.168,0.379,84.221,241006,5
hiphop,Renni Rucci,0.957,0.515,0,-6.995,1,0.502,0.00235,0,0.0837,0.159,129.895,121248,4
hiphop,The Heavytrackerz,0.759,0.71,10,-5.242,1,0.111,0.259,0.191,0.456,0.5,120.993,230000,4
hiphop,Tobe Nwigwe,0.81,0.75,7,-8.225,1,0.363,0.0298,0,0.103,0.348,130.096,232615,4
hiphop,Mos Def,0.782,0.589,1,-4.827,1,0.189,0.148,0,0.164,0.869,90.438,223547,4
hiphop,Blay Vision,0.55,0.879,8,-5.623,0,0.286,0.0296,0,0.375,0.1,140.686,137826,4
hiphop,Flowdan,0.775,0.604,2,-12.625,1,0.222,0.0252,0,0.0633,0.697,142.04,168253,4
hiphop,Stevie Wonder,0.638,0.353,5,-14.28,0,0.0285,0.694,1.5e-6,0.138,0.428,98.697,425827,4
hiphop,Nas,0.692,0.708,0,-6.257,1,0.271,0.0143,0,0.0938,0.563,95.022,153996,4
hiphop,Saweetie,0.928,0.528,8,-8.375,1,0.293,0.019,3.04e-4,0.115,0.259,100.059,159152,4
hiphop,Queen Pen,0.744,0.803,7,-6.445,1,0.202,0.0259,0,0.555,0.574,94.088,250200,4
hiphop,Guvna B,0.831,0.636,3,-8.827,0,0.346,0.389,0,0.0925,0.749,134.923,188443,4
hiphop,Harriis,0.87,0.548,1,-8.193,1,0.332,0.0304,0.00334,0.0826,0.77,163.93,152021,4
hiphop,Trina,0.83,0.725,11,-7.128,0,0.36,0.055,0,0.065,0.725,160.132,121365,4
hiphop,Polo G,0.752,0.563,3,-8.066,0,0.209,0.146,0,0.103,0.551,145.05,178776,4
hiphop,Aretha Franklin,0.823,0.611,8,-8.899,0,0.136,0.127,4.08e-6,0.206,0.872,119.569,401267,4
hiphop,Jaykae,0.412,0.835,1,-6.081,1,0.228,0.14,0.00159,0.587,0.372,138.509,180677,4
hiphop,REMI,0.732,0.665,8,-6.851,0,0.0584,0.117,1.32e-4,0.108,0.775,139.594,230757,4
hiphop,Babyface Ray,0.627,0.681,1,-4.468,1,0.366,0.0881,0,0.378,0.369,173.143,122916,4
hiphop,Syrup,0.789,0.582,6,-9.511,0,0.223,0.406,0.0239,0.693,0.379,90.058,205013,4
hiphop,Rich Homie Quan,0.494,0.647,4,-8.424,0,0.375,0.019,0,0.113,0.338,158.599,182303,4
hiphop,Salt-N-Pepa,0.939,0.675,0,-7.232,1,0.211,0.0915,0,0.0565,0.795,96.918,248573,4
hiphop,Fivio Foreign,0.843,0.762,9,-7.915,0,0.449,0.143,0,0.35,0.542,144.856,158955,3
hiphop,Aretha Franklin,0.557,0.498,5,-9.094,1,0.11,0.406,0,0.148,0.793,132.274,243827,4
hiphop,City Girls,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-5,0.192,0.076,126.917,138542,4
hiphop,Loui,0.885,0.466,1,-6.128,1,0.282,0.0396,0,0.127,0.272,75.014,126225,4
hiphop,Dro Kenji,0.77,0.58,4,-6.371,1,0.0461,0.0136,0,0.111,0.202,115.98,249475,4
hiphop,Migos,0.847,0.629,9,-5.81,1,0.102,0.0318,0,0.152,0.109,135.976,255532,4
hiphop,Megan Thee Stallion,0.934,0.873,1,-4.707,1,0.309,0.00488,0,0.0832,0.721,139.997,155090,4
hiphop,Kalan.FrFr,0.766,0.385,9,-14.029,1,0.392,0.249,0,0.119,0.375,100.022,179344,4
hiphop,Doja Cat,0.762,0.701,8,-3.541,1,0.0286,0.235,1.58e-4,0.123,0.742,110.968,208867,4
hiphop,Tee Grizzley,0.607,0.704,1,-4.433,1,0.225,0.0214,0,0.0858,0.338,183.904,150000,4
hiphop,Tuna,0.579,0.669,9,-8.448,0,0.0451,0.394,5.49e-6,0.187,0.485,97.051,287813,4
hiphop,Beastie Boys,0.914,0.586,6,-8.435,0,0.33,0.00203,1.58e-6,0.0992,0.655,116.371,157440,4
hiphop,Jme,0.582,0.846,8,-5.053,0,0.358,0.215,0,0.419,0.885,86.809,55775,5
hiphop,DJ Khaled,0.669,0.687,6,-5.782,0,0.12,0.009,0,0.508,0.335,91.969,306194,4
hiphop,Polo G,0.92,0.833,1,-3.18,1,0.253,0.0277,0,0.0596,0.645,141.034,165726,4
hiphop,Lil Peep,0.598,0.683,4,-6.588,0,0.054,0.0152,0,0.319,0.122,135.982,177160,5
hiphop,Nardo Wick,0.689,0.62,6,-7.684,1,0.295,0.00159,0,0.623,0.452,75.488,152794,4
hiphop,Lords Of The Underground,0.89,0.716,1,-9.673,1,0.296,0.174,5.89e-4,0.0657,0.656,99.987,247400,4
hiphop,Ido B & Zooki,0.821,0.64,5,-8.357,1,0.288,0.0698,1.64e-6,0.12,0.357,150.091,188000,4
hiphop,2Pac,0.763,0.84,8,-3.704,1,0.0929,0.0346,0,0.0601,0.748,92.477,287547,4
hiphop,Abstract Orchestra,0.748,0.411,8,-6.06,0,0.0489,0.0532,0.0117,0.115,0.339,91.941,145052,4
hiphop,J. Cole,0.77,0.574,1,-5.525,1,0.106,0.0617,0,0.104,0.104,98.962,133022,3
hiphop,Buckshot LeFonque,0.841,0.535,10,-12.194,0,0.365,0.0811,0.0035,0.112,0.686,93.434,299067,4
hiphop,Sada Baby,0.834,0.888,7,-3.944,1,0.222,0.00308,0,0.288,0.563,114.92,219192,4
hiphop,Crawly,0.7,0.373,8,-10.277,1,0.03,0.174,6.08e-6,0.179,0.329,107.082,179439,4
hiphop,Blxst,0.571,0.767,2,-5.16,1,0.287,0.336,0,0.0809,0.605,93.421,161684,4
hiphop,Trippie Redd,0.584,0.859,8,-5.616,1,0.121,0.0144,0,0.847,0.369,77.005,236883,4
hiphop,ssgkobe,0.584,0.561,11,-8.742,0,0.333,0.0121,0,0.136,0.579,74.106,116728,4
hiphop,Roisha,0.774,0.502,5,-8.36,0,0.0891,0.598,0,0.0945,0.746,145.061,244965,4
hiphop,Megan Thee Stallion,0.934,0.873,1,-4.707,1,0.309,0.00488,0,0.0832,0.721,139.997,155090,4
hiphop,Blxst,0.842,0.545,1,-5.993,1,0.172,0.625,0.00164,0.103,0.466,97.897,146939,4
hiphop,Outkast,0.727,0.974,4,-2.261,0,0.0664,0.103,5.32e-4,0.174,0.965,79.526,235213,4
hiphop,Langston Hughes,0.745,0.102,2,-19.061,1,0.937,0.982,0,0.124,0.371,88.247,57443,4
hiphop,Eric B. & Rakim,0.787,0.623,10,-18.273,0,0.178,0.19,4.55e-6,0.107,0.818,109.906,336867,4
hiphop,Katori Walker,0.529,0.593,1,-8.393,1,0.474,0.0598,0,0.135,0.196,65.065,192810,4
hiphop,Blxst,0.63,0.491,4,-5.549,0,0.41,0.766,0,0.101,0.497,98.368,163200,4
hiphop,FCG Heem,0.701,0.54,1,-7.43,0,0.201,0.55,0,0.108,0.683,84.967,225879,4
hiphop,Miki Howard,0.601,0.893,7,-7.784,1,0.0381,0.00839,4.09e-5,0.244,0.815,95.837,247733,4
hiphop,Morray,0.901,0.656,4,-7.452,0,0.277,0.0807,0,0.181,0.599,119.956,224933,4
hiphop,Sam Cooke,0.212,0.383,10,-10.071,1,0.0347,0.723,0,0.299,0.452,173.79,191160,3
hiphop,Lil Zay Osama,0.843,0.535,6,-8.922,1,0.507,0.403,0,0.101,0.409,73.063,121853,4
hiphop,Run–D.M.C.,0.965,0.857,11,-8.458,0,0.17,0.00131,0,0.0726,0.951,127.656,183760,4
hiphop,YFN Lucci,0.529,0.691,5,-5.7,0,0.227,0.0221,0,0.134,0.417,80.344,221994,4
hiphop,SHIGOLA,0.608,0.354,2,-13.115,1,0.33,0.338,0,0.351,0.22,94.9,135248,4
hiphop,Sad Night Dynamite,0.835,0.523,3,-7.227,0,0.0459,0.00536,0.137,0.157,0.588,100.026,167613,4
hiphop,Eminem,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,297787,4
hiphop,Travis Scott,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-6,0.21,0.0605,76.469,175721,4
hiphop,Eve,0.843,0.553,11,-3.198,0,0.437,0.236,0,0.0523,0.63,93.383,258733,4
hiphop,DJ Khaled,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-6,0.107,0.229,85.84,218902,4
hiphop,Dave,0.959,0.394,0,-8.687,0,0.437,0.152,1.38e-6,0.105,0.51,121.008,127750,4
hiphop,Lil Gotit,0.799,0.686,11,-5.691,0,0.268,0.131,0,0.202,0.5,113.989,189474,4
hiphop,Method Man,0.755,0.345,6,-16.454,0,0.0793,0.12,0.905,0.111,0.235,101.833,181134,4
hiphop,Tuna,0.603,0.875,11,-5.684,0,0.0901,0.0686,0,0.483,0.771,82.928,313889,4
hiphop,Bino Rideaux,0.767,0.56,9,-6.135,1,0.216,0.0322,0,0.0675,0.232,96.04,153750,4
hiphop,Kota the Friend,0.542,0.733,9,-6.815,1,0.52,0.588,0,0.113,0.496,89.988,93353,4
hiphop,Central Cee,0.855,0.792,2,-4.949,1,0.143,0.552,0,0.17,0.623,142.965,148750,4
hiphop,Dudu Faruk,0.832,0.629,10,-8.245,1,0.344,0.225,4.81e-4,0.0713,0.52,130.062,136615,4
hiphop,Babyface Ray,0.76,0.531,5,-8.728,0,0.298,0.276,0,0.15,0.508,100.027,202067,4
hiphop,Big Scarr,0.812,0.639,8,-4.639,0,0.442,0.346,0,0.582,0.682,138.961,170121,4
hiphop,Dr. Dre,0.75,0.706,7,-7.461,1,0.156,0.088,0,0.535,0.59,93.603,292187,4
hiphop,DJ Khaled,0.477,0.727,2,-4.053,1,0.286,8.66e-4,0,0.108,0.227,150.062,236524,4
hiphop,24kGoldn,0.831,0.727,8,-3.657,0,0.169,0.447,0,0.111,0.703,125.068,213080,4
hiphop,Missy Elliott,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,263227,4
hiphop,MO3,0.57,0.431,9,-8.685,0,0.178,0.583,0,0.105,0.433,154.918,215496,4
hiphop,Peled,0.652,0.91,4,-5.935,1,0.362,0.0319,0,0.0307,0.734,89.934,201751,4
hiphop,J Man_wv,0.421,0.566,1,-9.849,1,0.245,0.337,0,0.107,0.128,140.275,150831,4
hiphop,M1llionz,0.629,0.696,2,-4.848,0,0.332,0.52,0,0.134,0.752,144.322,188194,4
hiphop,Just Geo,0.836,0.823,11,-3.513,0,0.0583,0.00343,0.472,0.0665,0.896,139.968,260650,4
hiphop,Lil Tjay,0.907,0.393,4,-7.636,0,0.053900000000000003,0.451,1.35e-6,0.135,0.202,104.949,205458,4
hiphop,Moneybagg Yo,0.842,0.59,4,-5.196,0,0.347,0.0677,0,0.0591,0.667,156.005,154259,4
hiphop,One Hope,0.663,0.351,5,-12.064,0,0.39,0.406,0,0.147,0.477,118.505,196250,4
hiphop,Domani,0.734,0.64,8,-8.273,1,0.395,0.124,4.86e-5,0.11,0.452,117.666,188238,5
hiphop,Young Dolph,0.894,0.618,2,-7.619,1,0.281,0.0429,0,0.0664,0.653,133.927,184469,4
hiphop,SAINt JHN,0.543,0.481,1,-7.127,0,0.276,0.608,0,0.104,0.124,83.03,173453,4
hiphop,Don Toliver,0.664,0.655,10,-7.327,0,0.0461,0.059,2.4e-5,0.17,0.13,129.987,217609,4
hiphop,Dreezy,0.858,0.525,0,-7.332,1,0.148,0.0443,0.00738,0.197,0.351,170.875,193962,4
hiphop,Hadag Nahash,0.812,0.617,9,-6.345,1,0.264,0.154,0,0.076,0.761,83.987,262893,4
hiphop,Fela Kuti,0.85,0.853,5,-5.139,0,0.201,0.147,4.92e-4,0.222,0.832,101.394,463052,4
hiphop,Rich The Kid,0.674,0.672,10,-5.507,0,0.264,0.139,0,0.0868,0.559,180.115,160448,4
hiphop,Petey Pablo,0.735,0.844,1,-5.215,1,0.167,0.142,0,0.319,0.742,156.069,286427,4
hiphop,Ravid Plotnik,0.448,0.748,5,-8.301,0,0.213,0.0356,2.27e-5,0.127,0.599,99.804,187800,4
hiphop,BIA,0.897,0.371,1,-5.019,1,0.368,0.0904,0,0.325,0.441,81.008,156005,4
hiphop,Peled,0.648,0.75,1,-5.718,1,0.246,0.0483,0,0.752,0.628,93.1,211409,4
hiphop,ALLBLACK,0.825,0.512,9,-7.679,1,0.139,0.0204,0,0.312,0.537,101.986,228000,4
hiphop,Lil Gnar,0.797,0.713,2,-4.384,1,0.279,0.0696,0,0.0694,0.464,130.059,154462,4
hiphop,Yungeen Ace,0.762,0.592,2,-6.016,1,0.173,0.453,0,0.123,0.583,100.012,142617,4
hiphop,Nicki Minaj,0.924,0.523,0,-6.362,1,0.132,0.011,0,0.17,0.144,131.892,181690,4
hiphop,Hadag Nahash,0.617,0.772,9,-5.043,0,0.038,0.0468,0,0.147,0.42,134.976,228133,4
hiphop,Yishay Swissa,0.77,0.553,11,-7.855,1,0.0647,0.475,0,0.16,0.687,136.399,193500,4
hiphop,Eminem,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,210800,4
hiphop,Denzel Curry,0.76,0.738,1,-6.492,1,0.368,0.268,0,0.359,0.873,91.359,143964,4
hiphop,Mike Jones,0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-5,0.113,0.79,143.184,271053,4
hiphop,Don Toliver,0.664,0.655,10,-7.327,0,0.0461,0.059,2.4e-5,0.17,0.13,129.987,217609,4
hiphop,Tion Wayne,0.883,0.674,11,-8.043,0,0.357,0.21,0,0.0678,0.73,141.02,278085,4
hiphop,Young Stoner Life,0.613,0.64,10,-7.346,1,0.177,0.00906,0,0.11,0.496,160.105,193360,4
hiphop,The Kid LAROI,0.6,0.723,6,-4.928,0,0.158,0.109,0,0.167,0.463,149.881,195268,4
hiphop,Eminem,0.686,0.735,2,-4.616,1,0.264,0.00921,6.6e-4,0.342,0.0596,171.355,322227,4
hiphop,Juice WRLD,0.613,0.631,4,-6.965,1,0.12,0.0663,0,0.169,0.33,149.992,158033,4
hiphop,Bone Crusher,0.586,0.927,11,-4.077,0,0.194,0.00924,1.85e-6,0.344,0.528,73.023,316133,4
hiphop,Preditah,0.53,0.308,1,-11.618,0,0.424,0.292,0.83,0.0837,0.346,212.049,306880,3
hiphop,Patrick Paige II,0.566,0.899,2,-4.857,1,0.481,0.143,0,0.137,0.698,160.065,166358,4
hiphop,Rowdy Rebel,0.642,0.589,5,-7.392,0,0.302,0.124,0,0.0868,0.72,95.543,147963,5
hiphop,42 Dugg,0.506,0.473,5,-9.79,1,0.331,0.0229,0,0.15,0.199,100.535,199086,5
hiphop,Charli Baltimore,0.831,0.635,9,-10.896,1,0.281,0.285,0,0.142,0.799,98.116,284867,4
hiphop,Darq E Freaker,0.555,0.983,10,-1.597,0,0.0738,0.0558,0.213,0.123,0.411,144.053,256766,4
hiphop,NOROZ,0.594,0.672,10,-5.849,0,0.126,0.436,0,0.26,0.221,120.816,163741,4
hiphop,Big Homie Ty.Ni,0.886,0.708,10,-4.391,0,0.36,0.176,1.53e-5,0.328,0.533,145.967,142808,4
hiphop,LL Cool J,0.817,0.584,7,-9.785,1,0.174,0.432,0.00609,0.225,0.501,99.947,229373,4
hiphop,Coast Contra,0.806,0.698,0,-6.483,1,0.4,0.123,0,0.443,0.738,147.07,133940,4
hiphop,Mooski,0.551,0.438,7,-10.297,0,0.187,0.243,0,0.0972,0.248,130.814,221054,5
hiphop,Youngest,0.469,0.565,5,-7.408,0,0.204,0.196,0,0.206,0.352,95.022,193263,4
hiphop,Bobby Sessions,0.739,0.668,7,-7.253,1,0.318,0.053900000000000003,0,0.0981,0.56,80.025,228505,4
hiphop,CHASE B,0.904,0.498,2,-7.86,1,0.324,0.00919,0,0.0791,0.145,132.992,202411,4
hiphop,Blackstreet,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,304600,4
hiphop,Bfb Da Packman,0.566,0.622,4,-5.912,1,0.369,0.312,0,0.238,0.347,185.08,231432,4
hiphop,G-Eazy,0.652,0.803,9,-4.116,0,0.238,0.0165,0,0.307,0.661,95.025,186350,4
hiphop,Lackhoney,0.871,0.451,0,-7.939,1,0.362,0.0408,0,0.0797,0.766,94.959,171789,4
hiphop,The Pharcyde,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-6,0.265,0.613,87.059,303493,4
hiphop,Internet Money,0.883,0.446,8,-8.723,0,0.296,0.0253,0,0.103,0.463,92.95,165161,4
hiphop,2 Chainz,0.801,0.842,1,-5.245,1,0.329,0.0826,0,0.263,0.791,138.426,211279,4
hiphop,Bun B,0.704,0.803,7,-4.77,1,0.351,0.165,0,0.54,0.529,124.087,233840,4
hiphop,DDG,0.89,0.509,5,-10.331,1,0.318,0.35,0,0.111,0.652,122.011,208544,4
hiphop,Ravid Plotnik,0.582,0.465,1,-11.032,0,0.0555,0.0591,0,0.267,0.33,147.959,298213,4
hiphop,Donny Hathaway,0.408,0.242,0,-15.35,1,0.0328,0.538,0.0706,0.0931,0.364,131.152,410257,3
hiphop,Maniac,0.598,0.618,5,-10.013,1,0.047,0.54,5.46e-4,0.951,0.422,103.099,251733,4
hiphop,Tay Money,0.859,0.714,5,-4.502,1,0.267,0.186,0,0.0826,0.92,73.964,136509,4
hiphop,KAM-BU,0.416,0.877,2,-5.518,1,0.402,0.159,0,0.335,0.594,83.724,183013,4
hiphop,Bktherula,0.92,0.424,9,-5.24,1,0.226,0.00418,1.62e-6,0.164,0.116,134.975,123542,4
hiphop,Harold Melvin & The Blue Notes,0.565,0.644,6,-8.116,1,0.0696,0.426,0,0.264,0.633,97.716,452773,4
hiphop,Jazz,0.695,0.503,8,-10.262,1,0.234,0.248,0,0.105,0.598,80.826,138394,4
hiphop,ArrDee,0.743,0.56,11,-9.989,0,0.261,0.175,0,0.286,0.634,142.038,194366,4
hiphop,Nas,0.658,0.936,5,-5.105,0,0.3,0.172,0,0.321,0.711,95.439,203000,4
hiphop,Fumez The Engineer,0.856,0.427,2,-13.297,1,0.365,0.0958,0,0.1,0.774,144.118,240000,4
hiphop,Audio Two,0.913,0.351,10,-13.57,0,0.354,0.0102,0,0.401,0.727,91.499,175707,4
hiphop,Blxst,0.605,0.583,0,-5.068,0,0.294,0.357,0,0.314,0.534,92.713,159130,4
hiphop,Nas,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-6,0.0598,0.929,94,237027,4
hiphop,22Gz,0.803,0.738,0,-4.946,1,0.294,0.528,0,0.112,0.323,139.948,178407,4
hiphop,Young Nudy,0.565,0.47,1,-8.715,1,0.493,0.0821,0.0016,0.189,0.194,159.998,237830,4
hiphop,Morray,0.777,0.482,7,-8.411,1,0.109,0.00734,0,0.237,0.532,76.487,170107,4
hiphop,DJ Khaled,0.477,0.727,2,-4.053,1,0.286,8.66e-4,0,0.108,0.227,150.062,236524,4
hiphop,DUSTY LOCANE,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,191209,4
hiphop,Sir Spyro,0.484,0.659,0,-6.465,1,0.193,0.0467,0.919,0.0646,0.379,174.619,206306,5
hiphop,Benny The Butcher,0.52,0.848,0,-5.508,0,0.363,0.0232,0,0.0532,0.218,118.528,150533,3
hiphop,Café Shahor Hazak,0.695,0.891,10,-3.412,0,0.0935,0.292,0,0.55,0.891,99.998,265200,4
hiphop,Abra Cadabra,0.461,0.683,1,-6.737,1,0.111,0.269,0,0.339,0.624,86.888,180864,4
hiphop,Roisha,0.774,0.502,5,-8.36,0,0.0891,0.598,0,0.0945,0.746,145.061,244965,4
hiphop,Kryple,0.861,0.597,1,-8.667,1,0.285,0.139,0,0.084,0.742,104.976,156038,4
hiphop,Missy Elliott,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120,4
hiphop,Action Pack,0.755,0.556,6,-9.535,0,0.332,0.0481,0,0.297,0.504,140.028,185053,4
hiphop,מבוא הדודאים,0.773,0.645,8,-7.928,1,0.299,0.102,0,0.0469,0.465,141.982,195211,4
hiphop,Hadag Nahash,0.804,0.77,10,-6.699,0,0.0438,0.00203,2.04e-5,0.0591,0.873,159.988,223560,4
hiphop,Q-Tip,0.914,0.698,9,-8.619,1,0.0541,0.00631,2.95e-4,0.0575,0.613,99.034,190440,4
hiphop,Shekel,0.833,0.727,2,-5.387,1,0.198,0.0485,0,0.12,0.414,104.985,188047,4
hiphop,Erica Banks,0.97,0.241,10,-19.112,0,0.44,0.0246,0,0.153,0.614,127.056,156029,4
hiphop,Tom The Mail Man,0.751,0.576,6,-6.807,0,0.0423,0.0427,7.72e-5,0.126,0.282,149.954,128000,4
hiphop,Emanuel,0.384,0.149,9,-11.051,0,0.0304,0.952,2.06e-6,0.115,0.219,141.192,238243,4
hiphop,Axum,0.824,0.905,7,-4.861,1,0.133,0.302,0,0.289,0.921,116.026,173787,4
hiphop,James Brown,0.85,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.076,167187,4
hiphop,Roxanne Shante,0.614,0.924,1,-7.08,1,0.343,0.102,0,0.0402,0.647,95.786,309488,4
hiphop,Hadag Nahash,0.77,0.664,7,-4.646,1,0.205,0.242,0,0.0829,0.597,77.047,268067,4
hiphop,Kash Doll,0.908,0.696,9,-5.18,1,0.264,0.0213,4.06e-5,0.0747,0.287,102.032,156842,4
hiphop,Kodak Black,0.903,0.52,10,-8.534,1,0.237,0.173,0,0.0759,0.824,141.968,131809,4
hiphop,Peled,0.881,0.691,5,-6.431,1,0.379,0.13,0,0.469,0.792,134.042,197830,4
